Referencia;Cuenta;Importe;Moneda;Fecha valor;Tipo;Concepto
OP-202607-01035;ES8301820000920000003008;2.319,91;EUR;06/07/2026;Ingreso;Cobro cliente
OP-202607-00838;ES2400490000040000001011;1.142,60;EUR;07/07/2026;Egreso;Proveedor
OP-202607-00949;ES4721000000630000001009;625,28;EUR;07/07/2026;Egreso;Proveedor
OP-202607-00959;ES0821000000630000001032;924,79;EUR;07/07/2026;Egreso;Proveedor
OP-202607-01014;ES6900490000000000003016;1.591,83;EUR;07/07/2026;Ingreso;Cobro cliente
OP-202607-01065;ES4321000000610000003022;2.372,18;USD;07/07/2026;Ingreso;Cobro exportación
OP-202607-01068;ES5820850000190000003024;2.431,54;USD;07/07/2026;Ingreso;Cobro exportación
OP-202607-00828;ES2000810000520000001015;264,35;EUR;08/07/2026;Egreso;Proveedor
OP-202607-00847;ES4800490000010000001017;1.277,25;EUR;08/07/2026;Egreso;Proveedor
OP-202607-00858;ES1100490000070000001001;979,23;EUR;08/07/2026;Egreso;Proveedor
OP-202607-00882;ES7520850000160000001022;915,07;EUR;08/07/2026;Egreso;Proveedor
OP-202607-00886;ES1100490000070000001001;1.237,07;EUR;08/07/2026;Egreso;Proveedor
OP-202607-00901;ES4800490000010000001017;1.324,99;EUR;08/07/2026;Egreso;Proveedor
OP-202607-00904;ES9700810000510000001036;854,27;EUR;08/07/2026;Egreso;Proveedor
OP-202607-00985;ES1100810000540000003019;2.711,41;EUR;08/07/2026;Ingreso;Cobro cliente
OP-202607-00986;ES8700810000580000003007;1.976,69;EUR;08/07/2026;Ingreso;Cobro cliente
OP-202607-00991;ES4000490000050000003002;2.762,57;EUR;08/07/2026;Ingreso;Cobro cliente
OP-202607-01004;ES8320850000180000003011;1.944,02;EUR;08/07/2026;Ingreso;Cobro cliente
OP-202607-01026;ES5501820000920000003027;2.279,49;EUR;08/07/2026;Ingreso;Cobro cliente
OP-202607-01042;ES0720850000140000003023;2.395,78;EUR;08/07/2026;Ingreso;Cobro cliente
OP-202607-01048;ES9801820000980000003026;2.868,86;EUR;08/07/2026;Ingreso;Cobro cliente
OP-202607-01060;ES9801820000980000003026;2.828,08;USD;08/07/2026;Ingreso;Cobro exportación
OP-202607-00827;ES4520850000190000001027;1.030,67;EUR;09/07/2026;Egreso;Proveedor
OP-202607-00835;ES3621000000630000001013;441,09;EUR;09/07/2026;Egreso;Proveedor
OP-202607-00890;ES8321000000650000001039;914,43;EUR;09/07/2026;Egreso;Proveedor
OP-202607-00923;ES9721000000640000001030;1.074,37;EUR;09/07/2026;Egreso;Proveedor
OP-202607-00979;ES8600490000000000003001;2.161,12;EUR;09/07/2026;Ingreso;Cobro cliente
OP-202607-00990;ES1100810000540000003019;1.516,53;EUR;09/07/2026;Ingreso;Cobro cliente
OP-202607-01007;ES4320850000130000003006;2.143,21;EUR;09/07/2026;Ingreso;Cobro cliente
OP-202607-00833;ES4220850000180000001033;545,00;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00860;ES5821000000610000001006;967,50;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00900;ES7320850000190000001008;974,52;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00906;ES8201820000970000001035;855,92;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00913;ES3621000000630000001013;779,07;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00930;ES4600810000580000001029;914,14;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00934;ES0220850000130000001028;1.171,82;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00964;ES7601820000920000001000;945,72;EUR;10/07/2026;Egreso;Proveedor
OP-202607-00993;ES1121000000670000003013;1.790,53;EUR;10/07/2026;Ingreso;Cobro cliente
OP-202607-00997;ES7420850000170000003028;1.901,42;EUR;10/07/2026;Ingreso;Cobro cliente
OP-202607-01003;ES4820850000110000003014;1.605,06;EUR;10/07/2026;Ingreso;Cobro cliente
OP-202607-01030;ES4321000000610000003022;1.240,21;EUR;10/07/2026;Ingreso;Cobro cliente
OP-202607-01032;ES5721000000620000003012;2.370,54;EUR;10/07/2026;Ingreso;Cobro cliente
OP-202607-00831;ES0821000000630000001032;1.057,88;EUR;11/07/2026;Egreso;Proveedor
OP-202607-00908;ES2000810000520000001015;802,95;EUR;11/07/2026;Egreso;Proveedor
OP-202607-00911;ES2000810000520000001015;1.156,09;EUR;11/07/2026;Egreso;Proveedor
OP-202607-00912;ES8201820000970000001035;931,60;EUR;11/07/2026;Egreso;Proveedor
OP-202607-00937;ES4121000000610000001021;903,31;EUR;11/07/2026;Egreso;Proveedor
OP-202607-00951;ES7100490000060000001037;618,29;EUR;11/07/2026;Egreso;Proveedor
OP-202607-00977;ES5000490000010000003018;1.628,41;EUR;11/07/2026;Ingreso;Cobro cliente
OP-202607-01005;ES3200490000060000003000;1.711,53;EUR;11/07/2026;Ingreso;Cobro cliente
OP-202607-01062;ES2400810000510000003029;2.670,34;USD;11/07/2026;Ingreso;Cobro exportación
OP-202607-00834;ES2400490000040000001011;1.181,26;EUR;12/07/2026;Egreso;Proveedor
OP-202607-00865;ES5821000000610000001006;576,42;EUR;12/07/2026;Egreso;Proveedor
OP-202607-00883;ES7601820000920000001000;1.291,68;EUR;12/07/2026;Egreso;Proveedor
OP-202607-00917;ES0220850000130000001028;822,93;EUR;12/07/2026;Egreso;Proveedor
OP-202607-00947;ES1121000000640000001026;1.191,77;EUR;12/07/2026;Egreso;Proveedor
OP-202607-00953;ES6000810000570000001020;1.076,92;EUR;12/07/2026;Egreso;Proveedor
OP-202607-00961;ES5821000000610000001006;1.343,74;EUR;12/07/2026;Egreso;Proveedor
OP-202607-00981;ES4000490000050000003002;2.990,72;EUR;12/07/2026;Ingreso;Cobro cliente
OP-202607-01002;ES2400810000510000003029;966,21;EUR;12/07/2026;Ingreso;Cobro cliente
OP-202607-01028;ES4201820000950000003017;2.872,78;EUR;12/07/2026;Ingreso;Cobro cliente
OP-202607-01036;ES3200490000060000003000;1.899,79;EUR;12/07/2026;Ingreso;Cobro cliente
OP-202607-00869;ES5401820000940000001007;1.017,77;EUR;13/07/2026;Egreso;Proveedor
OP-202607-00933;ES4700490000090000001031;823,35;EUR;13/07/2026;Egreso;Proveedor
OP-202607-00936;ES9700810000510000001036;1.226,32;EUR;13/07/2026;Egreso;Proveedor
OP-202607-00944;ES4520850000190000001027;802,51;EUR;13/07/2026;Egreso;Proveedor
OP-202607-00948;ES0821000000630000001032;1.092,05;EUR;13/07/2026;Egreso;Proveedor
OP-202607-00965;ES4320850000100000001019;921,02;EUR;13/07/2026;Egreso;Proveedor
OP-202607-00983;ES8700810000580000003007;2.048,83;EUR;13/07/2026;Ingreso;Cobro cliente
OP-202607-00992;ES1621000000650000003021;1.965,19;EUR;13/07/2026;Ingreso;Cobro cliente
OP-202607-00999;ES5501820000920000003027;1.798,42;EUR;13/07/2026;Ingreso;Cobro cliente
OP-202607-01000;ES6401820000930000003010;2.511,75;EUR;13/07/2026;Ingreso;Cobro cliente
OP-202607-01012;ES5721000000620000003012;2.663,37;EUR;13/07/2026;Ingreso;Cobro cliente
OP-202607-01018;ES8700810000580000003007;1.688,47;EUR;13/07/2026;Ingreso;Cobro cliente
OP-202607-01039;ES5501820000920000003027;1.949,32;EUR;13/07/2026;Ingreso;Cobro cliente
OP-202607-00843;ES4220850000180000001033;993,82;EUR;14/07/2026;Egreso;Proveedor
OP-202607-00846;ES7601820000920000001000;773,12;EUR;14/07/2026;Egreso;Proveedor
OP-202607-00893;ES7601820000920000001000;1.123,14;EUR;14/07/2026;Egreso;Proveedor
OP-202607-00919;ES4721000000630000001009;1.118,10;EUR;14/07/2026;Egreso;Proveedor
OP-202607-00924;ES7320850000190000001008;901,90;EUR;14/07/2026;Egreso;Proveedor
OP-202607-00927;ES4721000000630000001009;303,42;EUR;14/07/2026;Egreso;Proveedor
OP-202607-00935;ES4721000000630000001009;1.103,76;EUR;14/07/2026;Egreso;Proveedor
OP-202607-00989;ES9500810000570000003009;2.957,15;EUR;14/07/2026;Ingreso;Cobro cliente
OP-202607-01037;ES8320850000180000003011;1.774,27;EUR;14/07/2026;Ingreso;Cobro cliente
OP-202607-01044;ES2101820000990000003005;1.971,49;EUR;14/07/2026;Ingreso;Cobro cliente
OP-202607-01049;ES8301820000920000003008;1.323,70;EUR;14/07/2026;Ingreso;Cobro cliente
OP-202607-00851;ES4220850000180000001033;985,66;EUR;15/07/2026;Egreso;Proveedor
OP-202607-00856;ES4700490000090000001031;908,49;EUR;15/07/2026;Egreso;Proveedor
OP-202607-00864;ES9700810000510000001036;790,57;EUR;15/07/2026;Egreso;Proveedor
OP-202607-00872;ES9700810000510000001036;704,57;EUR;15/07/2026;Egreso;Proveedor
OP-202607-00905;ES4921000000600000001023;898,03;EUR;15/07/2026;Egreso;Proveedor
OP-202607-00916;ES7520850000160000001022;1.056,36;EUR;15/07/2026;Egreso;Proveedor
OP-202607-00945;ES7520850000160000001022;929,30;EUR;15/07/2026;Egreso;Proveedor
OP-202607-00982;ES4320850000130000003006;1.076,13;EUR;15/07/2026;Ingreso;Cobro cliente
OP-202607-01061;ES1121000000670000003013;2.466,21;USD;15/07/2026;Ingreso;Cobro exportación
OP-202607-01613;ES0200810000500000009003;6.000,00;EUR;15/07/2026;Egreso;Asesoría
OP-202607-00867;ES4600810000580000001029;1.104,51;EUR;16/07/2026;Egreso;Proveedor
OP-202607-00926;ES5401820000940000001007;989,09;EUR;16/07/2026;Egreso;Proveedor
OP-202607-00950;ES1121000000640000001026;491,30;EUR;16/07/2026;Egreso;Proveedor
OP-202607-00967;ES2101820000990000003005;2.264,47;EUR;16/07/2026;Ingreso;Cobro cliente
OP-202607-01013;ES9500810000570000003009;1.620,33;EUR;16/07/2026;Ingreso;Cobro cliente
OP-202607-01067;ES3520850000140000003004;1.584,66;USD;16/07/2026;Ingreso;Cobro exportación
OP-202607-00844;ES2321000000660000001003;1.045,15;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00868;ES7100490000060000001037;1.209,70;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00884;ES5821000000610000001006;707,79;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00885;ES7921000000690000001012;1.102,89;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00899;ES5401820000940000001007;852,86;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00918;ES5821000000610000001006;725,41;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00931;ES1320850000110000001025;968,73;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00958;ES3020850000110000001010;876,14;EUR;17/07/2026;Egreso;Proveedor
OP-202607-00972;ES2101820000990000003005;1.868,09;EUR;17/07/2026;Ingreso;Cobro cliente
OP-202607-00974;ES2101820000990000003005;1.862,52;EUR;17/07/2026;Ingreso;Cobro cliente
OP-202607-00870;ES7320850000190000001008;873,15;EUR;18/07/2026;Egreso;Proveedor
OP-202607-00941;ES4320850000100000001019;983,50;EUR;18/07/2026;Egreso;Proveedor
OP-202607-00942;ES4320850000100000001019;1.603,09;EUR;18/07/2026;Egreso;Proveedor
OP-202607-00968;ES5820850000190000003024;2.141,28;EUR;18/07/2026;Ingreso;Cobro cliente
OP-202607-00969;ES7420850000170000003028;1.093,41;EUR;18/07/2026;Ingreso;Cobro cliente
OP-202607-00998;ES5721000000620000003012;2.407,58;EUR;18/07/2026;Ingreso;Cobro cliente
OP-202607-01017;ES8320850000180000003011;2.729,92;EUR;18/07/2026;Ingreso;Cobro cliente
OP-202607-01046;ES8600490000000000003001;2.578,80;EUR;18/07/2026;Ingreso;Cobro cliente
OP-202607-00842;ES7921000000690000001012;1.196,06;EUR;19/07/2026;Egreso;Proveedor
OP-202607-00848;ES2400490000040000001011;837,64;EUR;19/07/2026;Egreso;Proveedor
OP-202607-00850;ES4921000000600000001023;774,64;EUR;19/07/2026;Egreso;Proveedor
OP-202607-00854;ES9600490000050000001024;1.313,09;EUR;19/07/2026;Egreso;Proveedor
OP-202607-00898;ES4600810000580000001029;847,56;EUR;19/07/2026;Egreso;Proveedor
OP-202607-00909;ES9600490000050000001024;1.067,61;EUR;19/07/2026;Egreso;Proveedor
OP-202607-00925;ES8201820000970000001035;1.025,94;EUR;19/07/2026;Egreso;Proveedor
OP-202607-00966;ES5821000000610000001006;663,52;EUR;19/07/2026;Egreso;Proveedor
OP-202607-01047;ES2101820000990000003005;1.829,72;EUR;19/07/2026;Ingreso;Cobro cliente
OP-202607-00892;ES4500810000510000001002;815,02;EUR;20/07/2026;Egreso;Proveedor
OP-202607-00896;ES2321000000660000001003;1.240,43;EUR;20/07/2026;Egreso;Proveedor
OP-202607-00921;ES8321000000650000001039;755,92;EUR;20/07/2026;Egreso;Proveedor
OP-202607-00932;ES8201820000970000001035;778,20;EUR;20/07/2026;Egreso;Proveedor
OP-202607-01016;ES8301820000920000003008;2.736,59;EUR;20/07/2026;Ingreso;Cobro cliente
OP-202607-01041;ES8301820000920000003008;2.508,01;EUR;20/07/2026;Ingreso;Cobro cliente
OP-202607-01043;ES8600490000000000003001;2.090,52;EUR;20/07/2026;Ingreso;Cobro cliente
OP-202607-01054;ES5000490000010000003018;1.129,96;EUR;20/07/2026;Ingreso;Cobro cliente
OP-202607-01059;ES0720850000140000003023;1.927,02;USD;20/07/2026;Ingreso;Cobro exportación
OP-202607-00863;ES1520850000100000001038;992,60;EUR;21/07/2026;Egreso;Proveedor
OP-202607-00873;ES1100490000070000001001;1.004,39;EUR;21/07/2026;Egreso;Proveedor
OP-202607-00887;ES4600810000580000001029;1.482,10;EUR;21/07/2026;Egreso;Proveedor
OP-202607-00957;ES1121000000640000001026;1.314,77;EUR;21/07/2026;Egreso;Proveedor
OP-202607-00962;ES9700810000510000001036;1.141,34;EUR;21/07/2026;Egreso;Proveedor
OP-202607-01034;ES3800810000500000003020;2.977,74;EUR;21/07/2026;Ingreso;Cobro cliente
OP-202607-01040;ES8320850000180000003011;1.530,04;EUR;21/07/2026;Ingreso;Cobro cliente
OP-202607-01064;ES3800810000500000003020;1.888,34;USD;21/07/2026;Ingreso;Cobro exportación
OP-202607-00841;ES8321000000650000001039;979,56;EUR;22/07/2026;Egreso;Proveedor
OP-202607-00871;ES4721000000630000001009;541,69;EUR;22/07/2026;Egreso;Proveedor
OP-202607-00881;ES4721000000630000001009;777,86;EUR;22/07/2026;Egreso;Proveedor
OP-202607-00920;ES4121000000610000001021;1.707,92;EUR;22/07/2026;Egreso;Proveedor
OP-202607-00946;ES7601820000920000001000;1.025,98;EUR;22/07/2026;Egreso;Proveedor
OP-202607-01020;ES7121000000610000003003;1.884,62;EUR;22/07/2026;Ingreso;Cobro cliente
OP-202607-01038;ES3200490000060000003000;1.380,87;EUR;22/07/2026;Ingreso;Cobro cliente
OP-202607-01050;ES1621000000650000003021;1.748,51;EUR;22/07/2026;Ingreso;Cobro cliente
OP-202607-01066;ES1121000000670000003013;2.539,08;USD;22/07/2026;Ingreso;Cobro exportación
OP-202607-00837;ES6300810000580000001014;1.122,12;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00849;ES3020850000110000001010;1.139,41;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00862;ES5821000000610000001006;1.524,16;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00866;ES5821000000610000001006;945,44;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00874;ES9600490000050000001024;840,27;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00878;ES4121000000610000001021;757,05;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00903;ES8321000000650000001039;494,71;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00929;ES0220850000130000001028;909,80;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00955;ES0621000000660000001018;943,31;EUR;23/07/2026;Egreso;Proveedor
OP-202607-00978;ES3520850000140000003004;1.439,47;EUR;23/07/2026;Ingreso;Cobro cliente
OP-202607-00994;ES5721000000620000003012;1.466,60;EUR;23/07/2026;Ingreso;Cobro cliente
OP-202607-01015;ES3520850000140000003004;2.215,50;EUR;23/07/2026;Ingreso;Cobro cliente
OP-202607-01031;ES9801820000980000003026;2.521,34;EUR;23/07/2026;Ingreso;Cobro cliente
OP-202607-00839;ES1520850000100000001038;583,56;EUR;24/07/2026;Egreso;Proveedor
OP-202607-00855;ES5821000000610000001006;1.008,82;EUR;24/07/2026;Egreso;Proveedor
OP-202607-00902;ES1420850000150000001005;822,11;EUR;24/07/2026;Egreso;Proveedor
OP-202607-00943;ES4220850000180000001033;789,15;EUR;24/07/2026;Egreso;Proveedor
OP-202607-00952;ES4220850000180000001033;1.285,05;EUR;24/07/2026;Egreso;Proveedor
OP-202607-01011;ES4320850000130000003006;2.161,06;EUR;24/07/2026;Ingreso;Cobro cliente
OP-202607-01021;ES8301820000920000003008;1.429,93;EUR;24/07/2026;Ingreso;Cobro cliente
OP-202607-01045;ES5721000000620000003012;2.280,48;EUR;24/07/2026;Ingreso;Cobro cliente
OP-202607-01057;ES8320850000180000003011;2.210,62;USD;24/07/2026;Ingreso;Cobro exportación
OP-202607-00840;ES4700490000090000001031;696,96;EUR;25/07/2026;Egreso;Proveedor
OP-202607-00853;ES6000810000570000001020;1.329,75;EUR;25/07/2026;Egreso;Proveedor
OP-202607-00914;ES2321000000660000001003;1.020,37;EUR;25/07/2026;Egreso;Proveedor
OP-202607-00984;ES5000490000010000003018;2.049,81;EUR;25/07/2026;Ingreso;Cobro cliente
OP-202607-01019;ES5501820000920000003027;1.826,95;EUR;25/07/2026;Ingreso;Cobro cliente
OP-202607-01022;ES5820850000190000003024;2.070,73;EUR;25/07/2026;Ingreso;Cobro cliente
OP-202607-01025;ES2101820000990000003005;1.945,03;EUR;25/07/2026;Ingreso;Cobro cliente
OP-202607-01033;ES4820850000110000003014;1.461,16;EUR;25/07/2026;Ingreso;Cobro cliente
OP-202607-01052;ES5820850000190000003024;1.530,42;EUR;25/07/2026;Ingreso;Cobro cliente
OP-202607-00888;ES4500810000510000001002;1.576,75;EUR;26/07/2026;Egreso;Proveedor
OP-202607-00891;ES1200490000020000001034;1.348,46;EUR;26/07/2026;Egreso;Proveedor
OP-202607-00975;ES1121000000670000003013;1.500,44;EUR;26/07/2026;Ingreso;Cobro cliente
OP-202607-01010;ES4701820000930000003025;1.435,05;EUR;26/07/2026;Ingreso;Cobro cliente
OP-202607-01056;ES8600490000000000003001;700,31;EUR;26/07/2026;Ingreso;Cobro cliente
OP-202607-00802;ES8020850000140000002000;3.086,09;EUR;27/07/2026;Egreso;Nómina
OP-202607-00803;ES6601820000990000002001;2.726,43;EUR;27/07/2026;Egreso;Nómina
OP-202607-00804;ES8820850000130000002002;2.460,29;EUR;27/07/2026;Egreso;Nómina
OP-202607-00805;ES5500490000080000002003;2.777,14;EUR;27/07/2026;Egreso;Nómina
OP-202607-00806;ES1621000000620000002004;3.086,46;EUR;27/07/2026;Egreso;Nómina
OP-202607-00807;ES5020850000170000002005;2.092,42;EUR;27/07/2026;Egreso;Nómina
OP-202607-00808;ES0720850000110000002006;2.253,94;EUR;27/07/2026;Egreso;Nómina
OP-202607-00809;ES7100490000060000002007;1.916,23;EUR;27/07/2026;Egreso;Nómina
OP-202607-00810;ES4701820000900000002008;2.724,70;EUR;27/07/2026;Egreso;Nómina
OP-202607-00811;ES8321000000650000002009;2.096,56;EUR;27/07/2026;Egreso;Nómina
OP-202607-00812;ES9320850000110000002010;2.105,34;EUR;27/07/2026;Egreso;Nómina
OP-202607-00813;ES6421000000660000002011;2.656,52;EUR;27/07/2026;Egreso;Nómina
OP-202607-00814;ES0420850000100000002012;2.305,19;EUR;27/07/2026;Egreso;Nómina
OP-202607-00815;ES7221000000650000002013;1.852,34;EUR;27/07/2026;Egreso;Nómina
OP-202607-00816;ES8220850000110000002014;2.969,37;EUR;27/07/2026;Egreso;Nómina
OP-202607-00817;ES7600490000040000002015;2.485,21;EUR;27/07/2026;Egreso;Nómina
OP-202607-00818;ES1000810000590000002016;2.333,62;EUR;27/07/2026;Egreso;Nómina
OP-202607-00819;ES7120850000130000002017;2.023,40;EUR;27/07/2026;Egreso;Nómina
OP-202607-00820;ES1800810000580000002018;2.734,61;EUR;27/07/2026;Egreso;Nómina
OP-202607-00821;ES1401820000920000002019;2.033,19;EUR;27/07/2026;Egreso;Nómina
OP-202607-00822;ES9600810000590000002020;2.851,07;EUR;27/07/2026;Egreso;Nómina
OP-202607-00823;ES6020850000130000002021;3.092,85;EUR;27/07/2026;Egreso;Nómina
OP-202607-00824;ES0700810000580000002022;2.232,71;EUR;27/07/2026;Egreso;Nómina
OP-202607-00825;ES0301820000920000002023;2.777,36;EUR;27/07/2026;Egreso;Nómina
OP-202607-00826;ES5401820000970000002024;2.044,32;EUR;27/07/2026;Egreso;Nómina
OP-202607-00877;ES2000810000520000001015;1.050,83;EUR;27/07/2026;Egreso;Proveedor
OP-202607-00879;ES6000810000570000001020;282,31;EUR;27/07/2026;Egreso;Proveedor
OP-202607-00922;ES4800490000010000001017;1.343,94;EUR;27/07/2026;Egreso;Proveedor
OP-202607-00938;ES1520850000100000001038;949,08;EUR;27/07/2026;Egreso;Proveedor
OP-202607-00954;ES7721000000600000001004;851,14;EUR;27/07/2026;Egreso;Proveedor
OP-202607-00956;ES4121000000610000001021;1.169,52;EUR;27/07/2026;Egreso;Proveedor
OP-202607-01001;ES1121000000670000003013;1.298,12;EUR;27/07/2026;Ingreso;Cobro cliente
OP-202607-01008;ES4201820000950000003017;2.422,99;EUR;27/07/2026;Ingreso;Cobro cliente
OP-202607-01009;ES4820850000110000003014;2.294,19;EUR;27/07/2026;Ingreso;Cobro cliente
OP-202607-01051;ES7121000000610000003003;960,18;EUR;27/07/2026;Ingreso;Cobro cliente
OP-202607-01063;ES9801820000980000003026;2.265,00;USD;27/07/2026;Ingreso;Cobro exportación
OP-202607-00880;ES1320850000110000001025;1.318,89;EUR;28/07/2026;Egreso;Proveedor
OP-202607-00915;ES1520850000100000001038;1.359,09;EUR;28/07/2026;Egreso;Proveedor
OP-202607-00928;ES4800490000010000001017;1.537,06;EUR;28/07/2026;Egreso;Proveedor
OP-202607-01053;ES7420850000170000003028;1.453,57;EUR;28/07/2026;Ingreso;Cobro cliente
