Referencia;Cuenta;Importe;Moneda;Fecha valor;Tipo;Concepto
OP-202604-00254;ES8320850000180000003011;1.488,22;EUR;09/04/2026;Ingreso;Cobro cliente
OP-202604-00263;ES4000490000050000003002;2.370,90;USD;09/04/2026;Ingreso;Cobro exportación
OP-202604-00045;ES9721000000640000001030;1.239,01;EUR;10/04/2026;Egreso;Proveedor
OP-202604-00051;ES4220850000180000001033;1.149,19;EUR;10/04/2026;Egreso;Proveedor
OP-202604-00141;ES3621000000630000001013;1.106,35;EUR;10/04/2026;Egreso;Proveedor
OP-202604-00168;ES3200490000060000003000;1.782,25;EUR;10/04/2026;Ingreso;Cobro cliente
OP-202604-00174;ES3520850000140000003004;1.234,36;EUR;10/04/2026;Ingreso;Cobro cliente
OP-202604-00221;ES5721000000620000003012;2.929,34;EUR;10/04/2026;Ingreso;Cobro cliente
OP-202604-00240;ES5501820000920000003027;1.695,05;EUR;10/04/2026;Ingreso;Cobro cliente
OP-202604-00265;ES1121000000670000003013;2.261,96;USD;10/04/2026;Ingreso;Cobro exportación
OP-202604-00037;ES5401820000940000001007;1.572,92;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00055;ES0821000000630000001032;1.039,77;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00084;ES7100490000060000001037;850,54;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00116;ES1320850000110000001025;683,03;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00120;ES9600490000050000001024;523,43;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00134;ES7601820000920000001000;888,45;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00160;ES8201820000970000001035;846,91;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00163;ES7601820000920000001000;853,94;EUR;11/04/2026;Egreso;Proveedor
OP-202604-00222;ES5721000000620000003012;1.825,89;EUR;11/04/2026;Ingreso;Cobro cliente
OP-202604-00243;ES1121000000670000003013;1.567,79;EUR;11/04/2026;Ingreso;Cobro cliente
OP-202604-00250;ES2400810000510000003029;1.547,57;EUR;11/04/2026;Ingreso;Cobro cliente
OP-202604-00253;ES2101820000990000003005;2.177,40;EUR;11/04/2026;Ingreso;Cobro cliente
OP-202604-00258;ES8301820000920000003008;2.492,82;USD;11/04/2026;Ingreso;Cobro exportación
OP-202604-00049;ES4220850000180000001033;769,49;EUR;12/04/2026;Egreso;Proveedor
OP-202604-00059;ES4700490000090000001031;1.163,44;EUR;12/04/2026;Egreso;Proveedor
OP-202604-00063;ES7520850000160000001022;314,35;EUR;12/04/2026;Egreso;Proveedor
OP-202604-00142;ES4800490000010000001017;548,16;EUR;12/04/2026;Egreso;Proveedor
OP-202604-00215;ES8301820000920000003008;1.998,29;EUR;12/04/2026;Ingreso;Cobro cliente
OP-202604-00229;ES4000490000050000003002;2.259,33;EUR;12/04/2026;Ingreso;Cobro cliente
OP-202604-00234;ES5820850000190000003024;1.499,04;EUR;12/04/2026;Ingreso;Cobro cliente
OP-202604-00033;ES8201820000970000001035;560,76;EUR;13/04/2026;Egreso;Proveedor
OP-202604-00069;ES5401820000940000001007;776,02;EUR;13/04/2026;Egreso;Proveedor
OP-202604-00126;ES9521000000670000001016;413,95;EUR;13/04/2026;Egreso;Proveedor
OP-202604-00151;ES7320850000190000001008;1.076,25;EUR;13/04/2026;Egreso;Proveedor
OP-202604-00196;ES5501820000920000003027;1.573,39;EUR;13/04/2026;Ingreso;Cobro cliente
OP-202604-00212;ES8301820000920000003008;2.435,35;EUR;13/04/2026;Ingreso;Cobro cliente
OP-202604-00236;ES3800810000500000003020;2.582,87;EUR;13/04/2026;Ingreso;Cobro cliente
OP-202604-00245;ES8301820000920000003008;2.276,68;EUR;13/04/2026;Ingreso;Cobro cliente
OP-202604-00081;ES7320850000190000001008;959,42;EUR;14/04/2026;Egreso;Proveedor
OP-202604-00109;ES2000810000520000001015;1.024,81;EUR;14/04/2026;Egreso;Proveedor
OP-202604-00135;ES8201820000970000001035;1.026,82;EUR;14/04/2026;Egreso;Proveedor
OP-202604-00235;ES4701820000930000003025;2.069,81;EUR;14/04/2026;Ingreso;Cobro cliente
OP-202604-00256;ES5501820000920000003027;2.523,86;USD;14/04/2026;Ingreso;Cobro exportación
OP-202604-00257;ES5721000000620000003012;2.576,95;USD;14/04/2026;Ingreso;Cobro exportación
OP-202604-00267;ES8600490000000000003001;1.838,79;USD;14/04/2026;Ingreso;Cobro exportación
OP-202604-00072;ES1320850000110000001025;829,99;EUR;15/04/2026;Egreso;Proveedor
OP-202604-00086;ES7520850000160000001022;784,27;EUR;15/04/2026;Egreso;Proveedor
OP-202604-00100;ES7721000000600000001004;1.421,58;EUR;15/04/2026;Egreso;Proveedor
OP-202604-00103;ES4800490000010000001017;843,14;EUR;15/04/2026;Egreso;Proveedor
OP-202604-00206;ES9500810000570000003009;1.116,18;EUR;15/04/2026;Ingreso;Cobro cliente
OP-202604-00207;ES4820850000110000003014;1.951,22;EUR;15/04/2026;Ingreso;Cobro cliente
OP-202604-00220;ES1621000000650000003021;2.561,75;EUR;15/04/2026;Ingreso;Cobro cliente
OP-202604-00239;ES1121000000670000003013;1.657,29;EUR;15/04/2026;Ingreso;Cobro cliente
OP-202604-00251;ES5820850000190000003024;1.906,48;EUR;15/04/2026;Ingreso;Cobro cliente
OP-202604-00264;ES3800810000500000003020;2.814,12;USD;15/04/2026;Ingreso;Cobro exportación
OP-202604-01610;ES0200810000500000009003;5.000,00;EUR;15/04/2026;Egreso;Asesoría
OP-202604-00043;ES4921000000600000001023;1.148,83;EUR;16/04/2026;Egreso;Proveedor
OP-202604-00044;ES4600810000580000001029;1.248,33;EUR;16/04/2026;Egreso;Proveedor
OP-202604-00047;ES9521000000670000001016;959,64;EUR;16/04/2026;Egreso;Proveedor
OP-202604-00060;ES4800490000010000001017;810,04;EUR;16/04/2026;Egreso;Proveedor
OP-202604-00067;ES7601820000920000001000;978,97;EUR;16/04/2026;Egreso;Proveedor
OP-202604-00077;ES1520850000100000001038;748,89;EUR;16/04/2026;Egreso;Proveedor
OP-202604-00197;ES4000490000050000003002;1.450,86;EUR;16/04/2026;Ingreso;Cobro cliente
OP-202604-00218;ES7420850000170000003028;1.795,16;EUR;16/04/2026;Ingreso;Cobro cliente
OP-202604-00242;ES2101820000990000003005;2.437,60;EUR;16/04/2026;Ingreso;Cobro cliente
OP-202604-00052;ES9521000000670000001016;1.394,22;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00058;ES7921000000690000001012;534,11;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00080;ES5821000000610000001006;1.562,23;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00095;ES4220850000180000001033;585,08;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00098;ES5821000000610000001006;926,46;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00140;ES4320850000100000001019;964,52;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00145;ES7921000000690000001012;911,10;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00148;ES1320850000110000001025;425,96;EUR;17/04/2026;Egreso;Proveedor
OP-202604-00177;ES7420850000170000003028;1.782,81;EUR;17/04/2026;Ingreso;Cobro cliente
OP-202604-00178;ES4701820000930000003025;1.333,23;EUR;17/04/2026;Ingreso;Cobro cliente
OP-202604-00179;ES3520850000140000003004;1.316,37;EUR;17/04/2026;Ingreso;Cobro cliente
OP-202604-00211;ES9801820000980000003026;1.863,36;EUR;17/04/2026;Ingreso;Cobro cliente
OP-202604-00214;ES0720850000140000003023;2.094,07;EUR;17/04/2026;Ingreso;Cobro cliente
OP-202604-00248;ES4320850000130000003006;2.047,39;EUR;17/04/2026;Ingreso;Cobro cliente
OP-202604-00261;ES1621000000650000003021;2.506,09;USD;17/04/2026;Ingreso;Cobro exportación
OP-202604-00029;ES1121000000640000001026;796,32;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00078;ES8201820000970000001035;772,22;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00085;ES9521000000670000001016;1.078,74;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00096;ES5821000000610000001006;488,44;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00099;ES0220850000130000001028;968,48;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00119;ES4121000000610000001021;986,19;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00127;ES4721000000630000001009;1.158,31;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00144;ES0821000000630000001032;946,93;EUR;18/04/2026;Egreso;Proveedor
OP-202604-00190;ES7420850000170000003028;2.950,13;EUR;18/04/2026;Ingreso;Cobro cliente
OP-202604-00237;ES2400810000510000003029;1.292,35;EUR;18/04/2026;Ingreso;Cobro cliente
OP-202604-00228;ES5501820000920000003027;1.553,00;EUR;19/04/2026;Ingreso;Cobro cliente
OP-202604-00255;ES4701820000930000003025;1.749,19;EUR;19/04/2026;Ingreso;Cobro cliente
OP-202604-00031;ES0821000000630000001032;1.136,61;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00041;ES3621000000630000001013;791,28;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00042;ES7520850000160000001022;647,29;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00076;ES4721000000630000001009;664,55;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00091;ES2400490000040000001011;892,85;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00093;ES9721000000640000001030;911,07;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00101;ES6000810000570000001020;992,27;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00121;ES4220850000180000001033;1.000,05;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00156;ES0621000000660000001018;1.174,26;EUR;20/04/2026;Egreso;Proveedor
OP-202604-00172;ES7420850000170000003028;1.464,62;EUR;20/04/2026;Ingreso;Cobro cliente
OP-202604-00175;ES0720850000140000003023;3.183,68;EUR;20/04/2026;Ingreso;Cobro cliente
OP-202604-00198;ES8600490000000000003001;2.248,12;EUR;20/04/2026;Ingreso;Cobro cliente
OP-202604-00034;ES9721000000640000001030;699,33;EUR;21/04/2026;Egreso;Proveedor
OP-202604-00131;ES1100490000070000001001;748,55;EUR;21/04/2026;Egreso;Proveedor
OP-202604-00153;ES7721000000600000001004;853,05;EUR;21/04/2026;Egreso;Proveedor
OP-202604-00164;ES0821000000630000001032;691,25;EUR;21/04/2026;Egreso;Proveedor
OP-202604-00169;ES9500810000570000003009;1.986,11;EUR;21/04/2026;Ingreso;Cobro cliente
OP-202604-00183;ES4321000000610000003022;1.076,06;EUR;21/04/2026;Ingreso;Cobro cliente
OP-202604-00184;ES3520850000140000003004;1.915,81;EUR;21/04/2026;Ingreso;Cobro cliente
OP-202604-00186;ES8600490000000000003001;1.508,67;EUR;21/04/2026;Ingreso;Cobro cliente
OP-202604-00187;ES3200490000060000003000;2.283,46;EUR;21/04/2026;Ingreso;Cobro cliente
OP-202604-00199;ES3800810000500000003020;1.680,51;EUR;21/04/2026;Ingreso;Cobro cliente
OP-202604-00244;ES0720850000140000003023;1.823,85;EUR;21/04/2026;Ingreso;Cobro cliente
OP-202604-00094;ES6000810000570000001020;850,51;EUR;22/04/2026;Egreso;Proveedor
OP-202604-00146;ES5821000000610000001006;323,39;EUR;22/04/2026;Egreso;Proveedor
OP-202604-00147;ES4520850000190000001027;992,22;EUR;22/04/2026;Egreso;Proveedor
OP-202604-00155;ES1420850000150000001005;708,23;EUR;22/04/2026;Egreso;Proveedor
OP-202604-00182;ES4321000000610000003022;1.552,46;EUR;22/04/2026;Ingreso;Cobro cliente
OP-202604-00191;ES4000490000050000003002;2.395,05;EUR;22/04/2026;Ingreso;Cobro cliente
OP-202604-00205;ES4320850000130000003006;2.019,46;EUR;22/04/2026;Ingreso;Cobro cliente
OP-202604-00246;ES4201820000950000003017;1.664,43;EUR;22/04/2026;Ingreso;Cobro cliente
OP-202604-00030;ES7320850000190000001008;679,88;EUR;23/04/2026;Egreso;Proveedor
OP-202604-00102;ES7921000000690000001012;1.236,51;EUR;23/04/2026;Egreso;Proveedor
OP-202604-00111;ES4721000000630000001009;1.064,96;EUR;23/04/2026;Egreso;Proveedor
OP-202604-00137;ES4220850000180000001033;812,23;EUR;23/04/2026;Egreso;Proveedor
OP-202604-00149;ES4320850000100000001019;914,89;EUR;23/04/2026;Egreso;Proveedor
OP-202604-00157;ES2000810000520000001015;475,35;EUR;23/04/2026;Egreso;Proveedor
OP-202604-00176;ES9801820000980000003026;1.806,98;EUR;23/04/2026;Ingreso;Cobro cliente
OP-202604-00204;ES7121000000610000003003;564,83;EUR;23/04/2026;Ingreso;Cobro cliente
OP-202604-00046;ES4121000000610000001021;999,58;EUR;24/04/2026;Egreso;Proveedor
OP-202604-00073;ES1320850000110000001025;819,74;EUR;24/04/2026;Egreso;Proveedor
OP-202604-00195;ES8700810000580000003007;1.598,94;EUR;24/04/2026;Ingreso;Cobro cliente
OP-202604-00201;ES3800810000500000003020;2.541,19;EUR;24/04/2026;Ingreso;Cobro cliente
OP-202604-00226;ES3200490000060000003000;2.206,76;EUR;24/04/2026;Ingreso;Cobro cliente
OP-202604-00238;ES8600490000000000003001;1.140,52;EUR;24/04/2026;Ingreso;Cobro cliente
OP-202604-00050;ES1100490000070000001001;1.089,30;EUR;25/04/2026;Egreso;Proveedor
OP-202604-00054;ES1200490000020000001034;790,60;EUR;25/04/2026;Egreso;Proveedor
OP-202604-00090;ES0220850000130000001028;851,95;EUR;25/04/2026;Egreso;Proveedor
OP-202604-00110;ES5401820000940000001007;1.233,42;EUR;25/04/2026;Egreso;Proveedor
OP-202604-00173;ES5721000000620000003012;1.236,81;EUR;25/04/2026;Ingreso;Cobro cliente
OP-202604-00056;ES7921000000690000001012;674,47;EUR;26/04/2026;Egreso;Proveedor
OP-202604-00062;ES0220850000130000001028;678,79;EUR;26/04/2026;Egreso;Proveedor
OP-202604-00071;ES4520850000190000001027;492,18;EUR;26/04/2026;Egreso;Proveedor
OP-202604-00122;ES5401820000940000001007;720,75;EUR;26/04/2026;Egreso;Proveedor
OP-202604-00180;ES9801820000980000003026;1.911,68;EUR;26/04/2026;Ingreso;Cobro cliente
OP-202604-00189;ES4820850000110000003014;1.826,50;EUR;26/04/2026;Ingreso;Cobro cliente
OP-202604-00249;ES7420850000170000003028;2.157,76;EUR;26/04/2026;Ingreso;Cobro cliente
OP-202604-00001;ES8020850000140000002000;2.987,58;EUR;27/04/2026;Egreso;Nómina
OP-202604-00002;ES6601820000990000002001;1.940,11;EUR;27/04/2026;Egreso;Nómina
OP-202604-00003;ES8820850000130000002002;2.352,60;EUR;27/04/2026;Egreso;Nómina
OP-202604-00004;ES5500490000080000002003;3.160,08;EUR;27/04/2026;Egreso;Nómina
OP-202604-00005;ES1621000000620000002004;1.924,93;EUR;27/04/2026;Egreso;Nómina
OP-202604-00006;ES5020850000170000002005;2.434,82;EUR;27/04/2026;Egreso;Nómina
OP-202604-00007;ES0720850000110000002006;2.983,87;EUR;27/04/2026;Egreso;Nómina
OP-202604-00008;ES7100490000060000002007;2.712,36;EUR;27/04/2026;Egreso;Nómina
OP-202604-00009;ES4701820000900000002008;2.590,85;EUR;27/04/2026;Egreso;Nómina
OP-202604-00010;ES8321000000650000002009;2.510,02;EUR;27/04/2026;Egreso;Nómina
OP-202604-00011;ES9320850000110000002010;2.745,45;EUR;27/04/2026;Egreso;Nómina
OP-202604-00012;ES6421000000660000002011;2.144,78;EUR;27/04/2026;Egreso;Nómina
OP-202604-00013;ES0420850000100000002012;2.039,63;EUR;27/04/2026;Egreso;Nómina
OP-202604-00014;ES7221000000650000002013;1.920,27;EUR;27/04/2026;Egreso;Nómina
OP-202604-00015;ES8220850000110000002014;2.388,16;EUR;27/04/2026;Egreso;Nómina
OP-202604-00016;ES7600490000040000002015;2.307,50;EUR;27/04/2026;Egreso;Nómina
OP-202604-00017;ES1000810000590000002016;2.600,63;EUR;27/04/2026;Egreso;Nómina
OP-202604-00018;ES7120850000130000002017;1.965,21;EUR;27/04/2026;Egreso;Nómina
OP-202604-00019;ES1800810000580000002018;2.719,51;EUR;27/04/2026;Egreso;Nómina
OP-202604-00020;ES1401820000920000002019;2.925,35;EUR;27/04/2026;Egreso;Nómina
OP-202604-00021;ES9600810000590000002020;2.080,55;EUR;27/04/2026;Egreso;Nómina
OP-202604-00022;ES6020850000130000002021;2.926,35;EUR;27/04/2026;Egreso;Nómina
OP-202604-00023;ES0700810000580000002022;2.650,45;EUR;27/04/2026;Egreso;Nómina
OP-202604-00024;ES0301820000920000002023;3.198,48;EUR;27/04/2026;Egreso;Nómina
OP-202604-00025;ES5401820000970000002024;2.272,19;EUR;27/04/2026;Egreso;Nómina
OP-202604-00027;ES4700490000090000001031;971,33;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00057;ES2000810000520000001015;639,47;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00066;ES8321000000650000001039;178,32;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00068;ES1420850000150000001005;1.093,21;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00087;ES7100490000060000001037;964,56;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00106;ES7921000000690000001012;1.367,32;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00125;ES7320850000190000001008;1.000,37;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00150;ES7921000000690000001012;939,19;EUR;27/04/2026;Egreso;Proveedor
OP-202604-00166;ES8301820000920000003008;1.850,21;EUR;27/04/2026;Ingreso;Cobro cliente
OP-202604-00181;ES3200490000060000003000;1.251,86;EUR;27/04/2026;Ingreso;Cobro cliente
OP-202604-00223;ES7121000000610000003003;1.386,59;EUR;27/04/2026;Ingreso;Cobro cliente
OP-202604-00224;ES6401820000930000003010;1.683,39;EUR;27/04/2026;Ingreso;Cobro cliente
OP-202604-00032;ES4600810000580000001029;669,35;EUR;28/04/2026;Egreso;Proveedor
OP-202604-00040;ES7721000000600000001004;1.227,24;EUR;28/04/2026;Egreso;Proveedor
OP-202604-00132;ES1520850000100000001038;1.064,94;EUR;28/04/2026;Egreso;Proveedor
OP-202604-00170;ES6900490000000000003016;1.971,54;EUR;28/04/2026;Ingreso;Cobro cliente
