Referencia;Cuenta;Importe;Moneda;Fecha valor;Tipo;Concepto
OP-202606-00637;ES7320850000190000001008;1.149,76;EUR;17/06/2026;Egreso;Proveedor
OP-202606-00663;ES5821000000610000001006;402,06;EUR;17/06/2026;Egreso;Proveedor
OP-202606-00752;ES9801820000980000003026;1.637,03;EUR;17/06/2026;Ingreso;Cobro cliente
OP-202606-00785;ES4701820000930000003025;1.471,37;EUR;17/06/2026;Ingreso;Cobro cliente
OP-202606-00605;ES9521000000670000001016;1.006,04;EUR;18/06/2026;Egreso;Proveedor
OP-202606-00654;ES3020850000110000001010;909,73;EUR;18/06/2026;Egreso;Proveedor
OP-202606-00682;ES0821000000630000001032;981,54;EUR;18/06/2026;Egreso;Proveedor
OP-202606-00783;ES7420850000170000003028;3.188,43;EUR;18/06/2026;Ingreso;Cobro cliente
OP-202606-00573;ES9521000000670000001016;892,95;EUR;19/06/2026;Egreso;Proveedor
OP-202606-00641;ES5821000000610000001006;854,29;EUR;19/06/2026;Egreso;Proveedor
OP-202606-00678;ES1200490000020000001034;875,95;EUR;19/06/2026;Egreso;Proveedor
OP-202606-00693;ES4700490000090000001031;1.232,46;EUR;19/06/2026;Egreso;Proveedor
OP-202606-00694;ES1121000000640000001026;472,97;EUR;19/06/2026;Egreso;Proveedor
OP-202606-00696;ES1520850000100000001038;1.343,76;EUR;19/06/2026;Egreso;Proveedor
OP-202606-00724;ES5820850000190000003024;1.640,56;EUR;19/06/2026;Ingreso;Cobro cliente
OP-202606-00738;ES5501820000920000003027;2.544,89;EUR;19/06/2026;Ingreso;Cobro cliente
OP-202606-00751;ES5721000000620000003012;1.938,09;EUR;19/06/2026;Ingreso;Cobro cliente
OP-202606-00756;ES5000490000010000003018;2.205,61;EUR;19/06/2026;Ingreso;Cobro cliente
OP-202606-00568;ES1200490000020000001034;1.002,92;EUR;20/06/2026;Egreso;Proveedor
OP-202606-00589;ES9521000000670000001016;944,88;EUR;20/06/2026;Egreso;Proveedor
OP-202606-00632;ES4520850000190000001027;873,30;EUR;20/06/2026;Egreso;Proveedor
OP-202606-00640;ES9521000000670000001016;1.348,45;EUR;20/06/2026;Egreso;Proveedor
OP-202606-00644;ES3020850000110000001010;1.365,99;EUR;20/06/2026;Egreso;Proveedor
OP-202606-00681;ES9721000000640000001030;1.000,64;EUR;20/06/2026;Egreso;Proveedor
OP-202606-00717;ES9200810000560000003015;2.727,49;EUR;20/06/2026;Ingreso;Cobro cliente
OP-202606-00745;ES9500810000570000003009;2.908,13;EUR;20/06/2026;Ingreso;Cobro cliente
OP-202606-00763;ES6900490000000000003016;2.657,27;EUR;20/06/2026;Ingreso;Cobro cliente
OP-202606-00775;ES5501820000920000003027;2.138,24;EUR;20/06/2026;Ingreso;Cobro cliente
OP-202606-00567;ES9600490000050000001024;1.550,95;EUR;21/06/2026;Egreso;Proveedor
OP-202606-00569;ES1520850000100000001038;1.270,55;EUR;21/06/2026;Egreso;Proveedor
OP-202606-00597;ES9521000000670000001016;1.098,38;EUR;21/06/2026;Egreso;Proveedor
OP-202606-00602;ES2400490000040000001011;771,91;EUR;21/06/2026;Egreso;Proveedor
OP-202606-00631;ES2000810000520000001015;692,95;EUR;21/06/2026;Egreso;Proveedor
OP-202606-00698;ES1420850000150000001005;1.014,45;EUR;21/06/2026;Egreso;Proveedor
OP-202606-00721;ES8320850000180000003011;1.781,18;EUR;21/06/2026;Ingreso;Cobro cliente
OP-202606-00571;ES0220850000130000001028;1.047,31;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00593;ES6300810000580000001014;770,73;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00595;ES6300810000580000001014;424,37;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00628;ES9600490000050000001024;1.012,94;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00633;ES1420850000150000001005;1.264,36;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00638;ES7601820000920000001000;1.159,00;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00649;ES0220850000130000001028;978,50;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00659;ES1121000000640000001026;526,15;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00684;ES1520850000100000001038;690,33;EUR;22/06/2026;Egreso;Proveedor
OP-202606-00701;ES3200490000060000003000;1.590,16;EUR;22/06/2026;Ingreso;Cobro cliente
OP-202606-00740;ES4201820000950000003017;3.005,19;EUR;22/06/2026;Ingreso;Cobro cliente
OP-202606-00778;ES2400810000510000003029;1.341,97;EUR;22/06/2026;Ingreso;Cobro cliente
OP-202606-00788;ES4320850000130000003006;2.028,02;EUR;22/06/2026;Ingreso;Cobro cliente
OP-202606-00794;ES2400810000510000003029;1.822,51;USD;22/06/2026;Ingreso;Cobro exportación
OP-202606-00586;ES4520850000190000001027;930,07;EUR;23/06/2026;Egreso;Proveedor
OP-202606-00591;ES4520850000190000001027;943,67;EUR;23/06/2026;Egreso;Proveedor
OP-202606-00599;ES1320850000110000001025;426,39;EUR;23/06/2026;Egreso;Proveedor
OP-202606-00608;ES3621000000630000001013;1.142,99;EUR;23/06/2026;Egreso;Proveedor
OP-202606-00665;ES3621000000630000001013;1.017,11;EUR;23/06/2026;Egreso;Proveedor
OP-202606-00726;ES3800810000500000003020;1.911,32;EUR;23/06/2026;Ingreso;Cobro cliente
OP-202606-00563;ES1320850000110000001025;1.118,65;EUR;24/06/2026;Egreso;Proveedor
OP-202606-00582;ES4320850000100000001019;392,77;EUR;24/06/2026;Egreso;Proveedor
OP-202606-00648;ES1420850000150000001005;785,19;EUR;24/06/2026;Egreso;Proveedor
OP-202606-00704;ES8301820000920000003008;2.493,55;EUR;24/06/2026;Ingreso;Cobro cliente
OP-202606-00708;ES3520850000140000003004;2.037,58;EUR;24/06/2026;Ingreso;Cobro cliente
OP-202606-00718;ES5000490000010000003018;2.532,89;EUR;24/06/2026;Ingreso;Cobro cliente
OP-202606-00799;ES7420850000170000003028;3.416,65;USD;24/06/2026;Ingreso;Cobro exportación
OP-202606-00603;ES6000810000570000001020;780,35;EUR;25/06/2026;Egreso;Proveedor
OP-202606-00613;ES0821000000630000001032;674,02;EUR;25/06/2026;Egreso;Proveedor
OP-202606-00626;ES7320850000190000001008;1.427,94;EUR;25/06/2026;Egreso;Proveedor
OP-202606-00707;ES8320850000180000003011;2.323,41;EUR;25/06/2026;Ingreso;Cobro cliente
OP-202606-00766;ES2400810000510000003029;1.731,86;EUR;25/06/2026;Ingreso;Cobro cliente
OP-202606-00560;ES4700490000090000001031;1.398,99;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00561;ES8201820000970000001035;798,93;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00598;ES2000810000520000001015;797,18;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00622;ES7721000000600000001004;1.005,59;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00636;ES6000810000570000001020;1.271,38;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00645;ES1520850000100000001038;700,93;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00646;ES8201820000970000001035;1.462,17;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00662;ES4121000000610000001021;715,04;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00676;ES1420850000150000001005;939,66;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00689;ES7320850000190000001008;1.079,30;EUR;26/06/2026;Egreso;Proveedor
OP-202606-00723;ES5820850000190000003024;2.885,27;EUR;26/06/2026;Ingreso;Cobro cliente
OP-202606-00736;ES7420850000170000003028;1.202,05;EUR;26/06/2026;Ingreso;Cobro cliente
OP-202606-00535;ES8020850000140000002000;3.032,64;EUR;27/06/2026;Egreso;Nómina
OP-202606-00536;ES6601820000990000002001;2.775,36;EUR;27/06/2026;Egreso;Nómina
OP-202606-00537;ES8820850000130000002002;3.066,95;EUR;27/06/2026;Egreso;Nómina
OP-202606-00538;ES5500490000080000002003;1.863,52;EUR;27/06/2026;Egreso;Nómina
OP-202606-00539;ES1621000000620000002004;1.863,55;EUR;27/06/2026;Egreso;Nómina
OP-202606-00540;ES5020850000170000002005;2.862,98;EUR;27/06/2026;Egreso;Nómina
OP-202606-00541;ES0720850000110000002006;2.001,44;EUR;27/06/2026;Egreso;Nómina
OP-202606-00542;ES7100490000060000002007;2.760,90;EUR;27/06/2026;Egreso;Nómina
OP-202606-00543;ES4701820000900000002008;1.898,68;EUR;27/06/2026;Egreso;Nómina
OP-202606-00544;ES8321000000650000002009;2.959,27;EUR;27/06/2026;Egreso;Nómina
OP-202606-00545;ES9320850000110000002010;1.986,73;EUR;27/06/2026;Egreso;Nómina
OP-202606-00546;ES6421000000660000002011;2.388,21;EUR;27/06/2026;Egreso;Nómina
OP-202606-00547;ES0420850000100000002012;2.693,00;EUR;27/06/2026;Egreso;Nómina
OP-202606-00548;ES7221000000650000002013;2.872,25;EUR;27/06/2026;Egreso;Nómina
OP-202606-00549;ES8220850000110000002014;2.390,97;EUR;27/06/2026;Egreso;Nómina
OP-202606-00550;ES7600490000040000002015;1.910,00;EUR;27/06/2026;Egreso;Nómina
OP-202606-00551;ES1000810000590000002016;2.512,62;EUR;27/06/2026;Egreso;Nómina
OP-202606-00552;ES7120850000130000002017;1.995,62;EUR;27/06/2026;Egreso;Nómina
OP-202606-00553;ES1800810000580000002018;2.177,63;EUR;27/06/2026;Egreso;Nómina
OP-202606-00554;ES1401820000920000002019;3.013,44;EUR;27/06/2026;Egreso;Nómina
OP-202606-00555;ES9600810000590000002020;2.855,33;EUR;27/06/2026;Egreso;Nómina
OP-202606-00556;ES6020850000130000002021;2.983,20;EUR;27/06/2026;Egreso;Nómina
OP-202606-00557;ES0700810000580000002022;2.381,27;EUR;27/06/2026;Egreso;Nómina
OP-202606-00558;ES0301820000920000002023;2.274,63;EUR;27/06/2026;Egreso;Nómina
OP-202606-00559;ES5401820000970000002024;2.139,14;EUR;27/06/2026;Egreso;Nómina
OP-202606-00651;ES6300810000580000001014;741,03;EUR;27/06/2026;Egreso;Proveedor
OP-202606-00671;ES7520850000160000001022;1.132,77;EUR;27/06/2026;Egreso;Proveedor
OP-202606-00680;ES7921000000690000001012;962,61;EUR;27/06/2026;Egreso;Proveedor
OP-202606-00716;ES5501820000920000003027;1.772,23;EUR;27/06/2026;Ingreso;Cobro cliente
OP-202606-00727;ES4701820000930000003025;2.791,83;EUR;27/06/2026;Ingreso;Cobro cliente
OP-202606-00768;ES5000490000010000003018;2.533,62;EUR;27/06/2026;Ingreso;Cobro cliente
OP-202606-00797;ES2101820000990000003005;2.676,92;USD;27/06/2026;Ingreso;Cobro exportación
OP-202606-00590;ES2000810000520000001015;969,90;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00592;ES1121000000640000001026;570,64;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00594;ES7100490000060000001037;875,43;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00634;ES4320850000100000001019;1.096,03;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00655;ES1520850000100000001038;778,61;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00666;ES5821000000610000001006;850,66;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00672;ES4800490000010000001017;728,87;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00687;ES2400490000040000001011;1.065,92;EUR;28/06/2026;Egreso;Proveedor
OP-202606-00703;ES4320850000130000003006;664,75;EUR;28/06/2026;Ingreso;Cobro cliente
OP-202606-00764;ES5501820000920000003027;2.191,96;EUR;28/06/2026;Ingreso;Cobro cliente
OP-202606-00772;ES8320850000180000003011;2.193,60;EUR;28/06/2026;Ingreso;Cobro cliente
