Referencia;Cuenta;Importe;Moneda;Fecha valor;Tipo;Concepto
OP-202608-01312;ES2400810000510000003029;2.282,79;EUR;10/08/2026;Ingreso;Cobro cliente
OP-202608-01100;ES3020850000110000001010;774,72;EUR;11/08/2026;Egreso;Proveedor
OP-202608-01116;ES8321000000650000001039;1.161,89;EUR;11/08/2026;Egreso;Proveedor
OP-202608-01198;ES4921000000600000001023;1.381,70;EUR;11/08/2026;Egreso;Proveedor
OP-202608-01205;ES9721000000640000001030;947,45;EUR;11/08/2026;Egreso;Proveedor
OP-202608-01234;ES9200810000560000003015;2.351,03;EUR;11/08/2026;Ingreso;Cobro cliente
OP-202608-01244;ES5000490000010000003018;3.160,14;EUR;11/08/2026;Ingreso;Cobro cliente
OP-202608-01247;ES3800810000500000003020;2.218,62;EUR;11/08/2026;Ingreso;Cobro cliente
OP-202608-01257;ES3800810000500000003020;2.109,35;EUR;11/08/2026;Ingreso;Cobro cliente
OP-202608-01265;ES5000490000010000003018;1.814,46;EUR;11/08/2026;Ingreso;Cobro cliente
OP-202608-01286;ES4320850000130000003006;2.671,97;EUR;11/08/2026;Ingreso;Cobro cliente
OP-202608-01603;ES9820850000110000009001;9.400,00;EUR;11/08/2026;Ingreso;Ingreso en efectivo
OP-202608-01096;ES7601820000920000001000;1.164,30;EUR;12/08/2026;Egreso;Proveedor
OP-202608-01118;ES6300810000580000001014;880,31;EUR;12/08/2026;Egreso;Proveedor
OP-202608-01151;ES7100490000060000001037;759,35;EUR;12/08/2026;Egreso;Proveedor
OP-202608-01178;ES4220850000180000001033;1.067,38;EUR;12/08/2026;Egreso;Proveedor
OP-202608-01218;ES2000810000520000001015;674,64;EUR;12/08/2026;Egreso;Proveedor
OP-202608-01223;ES2000810000520000001015;1.076,24;EUR;12/08/2026;Egreso;Proveedor
OP-202608-01262;ES1121000000670000003013;3.102,69;EUR;12/08/2026;Ingreso;Cobro cliente
OP-202608-01282;ES3200490000060000003000;2.507,77;EUR;12/08/2026;Ingreso;Cobro cliente
OP-202608-01285;ES3800810000500000003020;3.850,06;EUR;12/08/2026;Ingreso;Cobro cliente
OP-202608-01604;ES9820850000110000009001;9.850,00;EUR;12/08/2026;Ingreso;Ingreso en efectivo
OP-202608-01136;ES3020850000110000001010;771,14;EUR;13/08/2026;Egreso;Proveedor
OP-202608-01195;ES1520850000100000001038;946,50;EUR;13/08/2026;Egreso;Proveedor
OP-202608-01196;ES0220850000130000001028;1.462,68;EUR;13/08/2026;Egreso;Proveedor
OP-202608-01203;ES4600810000580000001029;620,01;EUR;13/08/2026;Egreso;Proveedor
OP-202608-01224;ES4600810000580000001029;1.158,77;EUR;13/08/2026;Egreso;Proveedor
OP-202608-01225;ES0220850000130000001028;1.203,66;EUR;13/08/2026;Egreso;Proveedor
OP-202608-01254;ES1100810000540000003019;1.860,96;EUR;13/08/2026;Ingreso;Cobro cliente
OP-202608-01289;ES3800810000500000003020;2.795,06;EUR;13/08/2026;Ingreso;Cobro cliente
OP-202608-01315;ES1621000000650000003021;1.942,23;EUR;13/08/2026;Ingreso;Cobro cliente
OP-202608-01317;ES4321000000610000003022;2.487,72;EUR;13/08/2026;Ingreso;Cobro cliente
OP-202608-01605;ES9820850000110000009001;9.600,00;EUR;13/08/2026;Ingreso;Ingreso en efectivo
OP-202608-01106;ES4700490000090000001031;915,79;EUR;14/08/2026;Egreso;Proveedor
OP-202608-01140;ES4600810000580000001029;1.264,73;EUR;14/08/2026;Egreso;Proveedor
OP-202608-01172;ES7320850000190000001008;901,70;EUR;14/08/2026;Egreso;Proveedor
OP-202608-01291;ES5721000000620000003012;1.724,95;EUR;14/08/2026;Ingreso;Cobro cliente
OP-202608-01294;ES4321000000610000003022;2.320,61;EUR;14/08/2026;Ingreso;Cobro cliente
OP-202608-01308;ES2101820000990000003005;2.419,51;EUR;14/08/2026;Ingreso;Cobro cliente
OP-202608-01606;ES9820850000110000009001;9.900,00;EUR;14/08/2026;Ingreso;Ingreso en efectivo
OP-202608-01101;ES0220850000130000001028;1.737,90;EUR;15/08/2026;Egreso;Proveedor
OP-202608-01159;ES8201820000970000001035;1.001,58;EUR;15/08/2026;Egreso;Proveedor
OP-202608-01184;ES7100490000060000001037;1.023,24;EUR;15/08/2026;Egreso;Proveedor
OP-202608-01190;ES4800490000010000001017;1.299,64;EUR;15/08/2026;Egreso;Proveedor
OP-202608-01239;ES5721000000620000003012;3.103,70;EUR;15/08/2026;Ingreso;Cobro cliente
OP-202608-01255;ES8301820000920000003008;2.788,06;EUR;15/08/2026;Ingreso;Cobro cliente
OP-202608-01304;ES1100810000540000003019;2.667,47;EUR;15/08/2026;Ingreso;Cobro cliente
OP-202608-01314;ES2101820000990000003005;2.180,94;EUR;15/08/2026;Ingreso;Cobro cliente
OP-202608-01614;ES0200810000500000009003;4.000,00;EUR;15/08/2026;Egreso;Asesoría
OP-202608-01123;ES3621000000630000001013;1.370,05;EUR;16/08/2026;Egreso;Proveedor
OP-202608-01129;ES0220850000130000001028;1.020,30;EUR;16/08/2026;Egreso;Proveedor
OP-202608-01139;ES7921000000690000001012;1.174,53;EUR;16/08/2026;Egreso;Proveedor
OP-202608-01192;ES0821000000630000001032;953,04;EUR;16/08/2026;Egreso;Proveedor
OP-202608-01299;ES2101820000990000003005;1.735,66;EUR;16/08/2026;Ingreso;Cobro cliente
OP-202608-01302;ES3200490000060000003000;2.126,75;EUR;16/08/2026;Ingreso;Cobro cliente
OP-202608-01325;ES7121000000610000003003;2.479,80;USD;16/08/2026;Ingreso;Cobro exportación
OP-202608-01152;ES4921000000600000001023;390,35;EUR;17/08/2026;Egreso;Proveedor
OP-202608-01240;ES5501820000920000003027;2.445,95;EUR;17/08/2026;Ingreso;Cobro cliente
OP-202608-01260;ES3520850000140000003004;2.485,41;EUR;17/08/2026;Ingreso;Cobro cliente
OP-202608-01270;ES6900490000000000003016;1.755,74;EUR;17/08/2026;Ingreso;Cobro cliente
OP-202608-01313;ES3520850000140000003004;2.191,18;EUR;17/08/2026;Ingreso;Cobro cliente
OP-202608-01328;ES4201820000950000003017;1.951,67;USD;17/08/2026;Ingreso;Cobro exportación
OP-202608-01329;ES7121000000610000003003;2.357,60;USD;17/08/2026;Ingreso;Cobro exportación
OP-202608-01119;ES7320850000190000001008;826,54;EUR;18/08/2026;Egreso;Proveedor
OP-202608-01155;ES7921000000690000001012;1.125,24;EUR;18/08/2026;Egreso;Proveedor
OP-202608-01180;ES7520850000160000001022;1.153,97;EUR;18/08/2026;Egreso;Proveedor
OP-202608-01187;ES4721000000630000001009;1.062,42;EUR;18/08/2026;Egreso;Proveedor
OP-202608-01211;ES4500810000510000001002;1.340,46;EUR;18/08/2026;Egreso;Proveedor
OP-202608-01228;ES9700810000510000001036;964,81;EUR;18/08/2026;Egreso;Proveedor
OP-202608-01138;ES7520850000160000001022;694,22;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01145;ES4320850000100000001019;611,77;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01153;ES2000810000520000001015;809,24;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01161;ES0821000000630000001032;1.418,08;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01167;ES7921000000690000001012;1.153,80;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01189;ES4721000000630000001009;796,49;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01202;ES4121000000610000001021;1.240,85;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01204;ES4121000000610000001021;1.276,72;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01226;ES3020850000110000001010;820,48;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01230;ES1420850000150000001005;1.381,69;EUR;19/08/2026;Egreso;Proveedor
OP-202608-01256;ES6401820000930000003010;2.296,67;EUR;19/08/2026;Ingreso;Cobro cliente
OP-202608-01290;ES8700810000580000003007;1.956,92;EUR;19/08/2026;Ingreso;Cobro cliente
OP-202608-01305;ES4320850000130000003006;2.950,77;EUR;19/08/2026;Ingreso;Cobro cliente
OP-202608-01318;ES8600490000000000003001;3.397,51;EUR;19/08/2026;Ingreso;Cobro cliente
OP-202608-01124;ES4320850000100000001019;628,15;EUR;20/08/2026;Egreso;Proveedor
OP-202608-01142;ES1520850000100000001038;1.564,70;EUR;20/08/2026;Egreso;Proveedor
OP-202608-01144;ES4121000000610000001021;1.214,18;EUR;20/08/2026;Egreso;Proveedor
OP-202608-01173;ES1420850000150000001005;1.080,82;EUR;20/08/2026;Egreso;Proveedor
OP-202608-01242;ES3520850000140000003004;2.514,12;EUR;20/08/2026;Ingreso;Cobro cliente
OP-202608-01253;ES3800810000500000003020;2.415,87;EUR;20/08/2026;Ingreso;Cobro cliente
OP-202608-01264;ES1621000000650000003021;1.577,10;EUR;20/08/2026;Ingreso;Cobro cliente
OP-202608-01279;ES8301820000920000003008;2.098,51;EUR;20/08/2026;Ingreso;Cobro cliente
OP-202608-01321;ES6900490000000000003016;1.347,85;EUR;20/08/2026;Ingreso;Cobro cliente
OP-202608-01109;ES0621000000660000001018;794,19;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01110;ES9521000000670000001016;688,47;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01125;ES7100490000060000001037;1.262,58;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01127;ES0220850000130000001028;1.257,80;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01141;ES1200490000020000001034;1.174,62;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01156;ES9521000000670000001016;1.043,80;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01164;ES5401820000940000001007;1.283,90;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01213;ES4520850000190000001027;969,48;EUR;21/08/2026;Egreso;Proveedor
OP-202608-01237;ES2101820000990000003005;2.645,70;EUR;21/08/2026;Ingreso;Cobro cliente
OP-202608-01272;ES7121000000610000003003;2.190,42;EUR;21/08/2026;Ingreso;Cobro cliente
OP-202608-01292;ES1621000000650000003021;2.673,52;EUR;21/08/2026;Ingreso;Cobro cliente
OP-202608-01296;ES1121000000670000003013;1.889,98;EUR;21/08/2026;Ingreso;Cobro cliente
OP-202608-01133;ES7721000000600000001004;743,69;EUR;22/08/2026;Egreso;Proveedor
OP-202608-01146;ES9721000000640000001030;397,71;EUR;22/08/2026;Egreso;Proveedor
OP-202608-01220;ES4121000000610000001021;958,95;EUR;22/08/2026;Egreso;Proveedor
OP-202608-01263;ES4201820000950000003017;2.773,28;EUR;22/08/2026;Ingreso;Cobro cliente
OP-202608-01316;ES2400810000510000003029;2.649,64;EUR;22/08/2026;Ingreso;Cobro cliente
OP-202608-01327;ES8700810000580000003007;2.410,26;USD;22/08/2026;Ingreso;Cobro exportación
OP-202608-01099;ES5401820000940000001007;1.210,10;EUR;23/08/2026;Egreso;Proveedor
OP-202608-01219;ES8201820000970000001035;1.475,62;EUR;23/08/2026;Egreso;Proveedor
OP-202608-01266;ES9801820000980000003026;2.304,93;EUR;23/08/2026;Ingreso;Cobro cliente
OP-202608-01269;ES4201820000950000003017;2.369,34;EUR;23/08/2026;Ingreso;Cobro cliente
OP-202608-01283;ES5820850000190000003024;2.040,60;EUR;23/08/2026;Ingreso;Cobro cliente
OP-202608-01105;ES4121000000610000001021;1.203,27;EUR;24/08/2026;Egreso;Proveedor
OP-202608-01160;ES5401820000940000001007;1.099,51;EUR;24/08/2026;Egreso;Proveedor
OP-202608-01174;ES5401820000940000001007;1.238,10;EUR;24/08/2026;Egreso;Proveedor
OP-202608-01207;ES4721000000630000001009;1.260,97;EUR;24/08/2026;Egreso;Proveedor
OP-202608-01217;ES4121000000610000001021;890,86;EUR;24/08/2026;Egreso;Proveedor
OP-202608-01233;ES4520850000190000001027;628,28;EUR;24/08/2026;Egreso;Proveedor
OP-202608-01306;ES5501820000920000003027;3.162,78;EUR;24/08/2026;Ingreso;Cobro cliente
OP-202608-01322;ES7121000000610000003003;2.274,88;EUR;24/08/2026;Ingreso;Cobro cliente
OP-202608-01332;ES8700810000580000003007;3.146,10;USD;24/08/2026;Ingreso;Cobro exportación
OP-202608-01168;ES4921000000600000001023;917,35;EUR;25/08/2026;Egreso;Proveedor
OP-202608-01212;ES7921000000690000001012;1.150,23;EUR;25/08/2026;Egreso;Proveedor
OP-202608-01232;ES7520850000160000001022;293,18;EUR;25/08/2026;Egreso;Proveedor
OP-202608-01236;ES3200490000060000003000;2.131,56;EUR;25/08/2026;Ingreso;Cobro cliente
OP-202608-01267;ES9200810000560000003015;3.003,04;EUR;25/08/2026;Ingreso;Cobro cliente
OP-202608-01268;ES3800810000500000003020;3.024,87;EUR;25/08/2026;Ingreso;Cobro cliente
OP-202608-01273;ES4701820000930000003025;2.945,16;EUR;25/08/2026;Ingreso;Cobro cliente
OP-202608-01275;ES5721000000620000003012;2.155,98;EUR;25/08/2026;Ingreso;Cobro cliente
OP-202608-01300;ES8301820000920000003008;2.967,03;EUR;25/08/2026;Ingreso;Cobro cliente
OP-202608-01143;ES1420850000150000001005;456,50;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01162;ES7721000000600000001004;526,84;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01181;ES6000810000570000001020;796,50;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01185;ES5401820000940000001007;987,54;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01193;ES4500810000510000001002;1.182,73;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01214;ES0621000000660000001018;924,82;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01221;ES6000810000570000001020;1.101,05;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01222;ES2000810000520000001015;768,41;EUR;26/08/2026;Egreso;Proveedor
OP-202608-01250;ES1621000000650000003021;1.853,22;EUR;26/08/2026;Ingreso;Cobro cliente
OP-202608-01288;ES4000490000050000003002;2.938,88;EUR;26/08/2026;Ingreso;Cobro cliente
OP-202608-01298;ES5000490000010000003018;2.699,10;EUR;26/08/2026;Ingreso;Cobro cliente
OP-202608-01310;ES3200490000060000003000;2.691,26;EUR;26/08/2026;Ingreso;Cobro cliente
OP-202608-01069;ES8020850000140000002000;1.889,89;EUR;27/08/2026;Egreso;Nómina
OP-202608-01070;ES6601820000990000002001;2.945,33;EUR;27/08/2026;Egreso;Nómina
OP-202608-01071;ES8820850000130000002002;2.157,69;EUR;27/08/2026;Egreso;Nómina
OP-202608-01072;ES5500490000080000002003;2.135,99;EUR;27/08/2026;Egreso;Nómina
OP-202608-01073;ES1621000000620000002004;3.105,30;EUR;27/08/2026;Egreso;Nómina
OP-202608-01074;ES5020850000170000002005;2.913,33;EUR;27/08/2026;Egreso;Nómina
OP-202608-01075;ES0720850000110000002006;2.311,07;EUR;27/08/2026;Egreso;Nómina
OP-202608-01076;ES7100490000060000002007;2.144,45;EUR;27/08/2026;Egreso;Nómina
OP-202608-01077;ES4701820000900000002008;2.511,52;EUR;27/08/2026;Egreso;Nómina
OP-202608-01078;ES8321000000650000002009;1.989,25;EUR;27/08/2026;Egreso;Nómina
OP-202608-01079;ES9320850000110000002010;3.103,39;EUR;27/08/2026;Egreso;Nómina
OP-202608-01080;ES6421000000660000002011;2.080,17;EUR;27/08/2026;Egreso;Nómina
OP-202608-01081;ES0420850000100000002012;2.796,85;EUR;27/08/2026;Egreso;Nómina
OP-202608-01082;ES7221000000650000002013;2.788,30;EUR;27/08/2026;Egreso;Nómina
OP-202608-01083;ES8220850000110000002014;2.295,00;EUR;27/08/2026;Egreso;Nómina
OP-202608-01084;ES7600490000040000002015;2.855,88;EUR;27/08/2026;Egreso;Nómina
OP-202608-01085;ES1000810000590000002016;2.711,17;EUR;27/08/2026;Egreso;Nómina
OP-202608-01086;ES7120850000130000002017;3.112,44;EUR;27/08/2026;Egreso;Nómina
OP-202608-01087;ES1800810000580000002018;2.413,17;EUR;27/08/2026;Egreso;Nómina
OP-202608-01088;ES1401820000920000002019;2.090,75;EUR;27/08/2026;Egreso;Nómina
OP-202608-01089;ES9600810000590000002020;2.953,30;EUR;27/08/2026;Egreso;Nómina
OP-202608-01090;ES6020850000130000002021;2.483,80;EUR;27/08/2026;Egreso;Nómina
OP-202608-01091;ES0700810000580000002022;2.041,70;EUR;27/08/2026;Egreso;Nómina
OP-202608-01092;ES0301820000920000002023;2.669,97;EUR;27/08/2026;Egreso;Nómina
OP-202608-01093;ES5401820000970000002024;2.146,86;EUR;27/08/2026;Egreso;Nómina
OP-202608-01094;ES4600810000580000001029;847,78;EUR;27/08/2026;Egreso;Proveedor
OP-202608-01095;ES1320850000110000001025;704,79;EUR;27/08/2026;Egreso;Proveedor
OP-202608-01112;ES1320850000110000001025;1.088,24;EUR;27/08/2026;Egreso;Proveedor
OP-202608-01176;ES7601820000920000001000;670,75;EUR;27/08/2026;Egreso;Proveedor
OP-202608-01188;ES9600490000050000001024;1.579,56;EUR;27/08/2026;Egreso;Proveedor
OP-202608-01194;ES8321000000650000001039;1.103,46;EUR;27/08/2026;Egreso;Proveedor
OP-202608-01258;ES0720850000140000003023;2.955,19;EUR;27/08/2026;Ingreso;Cobro cliente
OP-202608-01261;ES5820850000190000003024;2.391,26;EUR;27/08/2026;Ingreso;Cobro cliente
OP-202608-01301;ES3520850000140000003004;1.317,06;EUR;27/08/2026;Ingreso;Cobro cliente
OP-202608-01114;ES4220850000180000001033;543,48;EUR;28/08/2026;Egreso;Proveedor
OP-202608-01128;ES4500810000510000001002;1.167,45;EUR;28/08/2026;Egreso;Proveedor
OP-202608-01131;ES8321000000650000001039;1.476,88;EUR;28/08/2026;Egreso;Proveedor
OP-202608-01148;ES1100490000070000001001;1.280,24;EUR;28/08/2026;Egreso;Proveedor
OP-202608-01197;ES6300810000580000001014;410,60;EUR;28/08/2026;Egreso;Proveedor
OP-202608-01215;ES2000810000520000001015;986,29;EUR;28/08/2026;Egreso;Proveedor
OP-202608-01248;ES6401820000930000003010;2.558,51;EUR;28/08/2026;Ingreso;Cobro cliente
OP-202608-01280;ES2101820000990000003005;1.984,92;EUR;28/08/2026;Ingreso;Cobro cliente
OP-202608-01281;ES0720850000140000003023;2.450,59;EUR;28/08/2026;Ingreso;Cobro cliente
OP-202608-01634;ES8521000000640000009006;1.234,56;EUR;30/08/2026;Egreso;Factura 2026-0831
